id,type,name,translation,file,sounds,error,ini
211,PACENOTE,DEEPCUT,DEEP CUT,deepcut.ogg,1,Not found: deepcut.ogg,pacenotes/Rbr.ini/packages/Extended.ini/line/Extended.ini
212,PACENOTE,FULLCUT,Full Cut,leikkaa.ogg,1,,pacenotes/Rbr.ini/packages/Extended.ini/line/Extended.ini
213,PACENOTE,KEEP_CENTRE,Keep Centre,keskelta.ogg,1,Not found: keskelta.ogg,pacenotes/Rbr.ini/packages/Extended.ini/line/Extended.ini
217,PACENOTE,BRAKE,Brake,jarru1.ogg,2,,pacenotes/Rbr.ini/packages/Extended.ini/cautions/Extended.ini
218,PACENOTE,LIGHT_CUT,LIGHTCUT,light_cut.ogg,1,Not found: light_cut.ogg,pacenotes/Rbr.ini/packages/Extended.ini/line/Extended.ini
220,PACENOTE,KEEP_IN,Keep In,pida1.ogg,1,,pacenotes/Rbr.ini/packages/Extended.ini/line/Extended.ini
221,PACENOTE,KEEP_OUT,Keep Out,ulkoo.ogg,1,,pacenotes/Rbr.ini/packages/Extended.ini/line/Extended.ini
223,PACENOTE,CLIP,Clip,clip.ogg,1,Not found: clip.ogg,pacenotes/Rbr.ini/packages/Extended.ini/line/Extended.ini
230,PACENOTE,MINUS,Minus,miinus.ogg,1,,pacenotes/Rbr.ini/packages/Extended.ini/additional/Extended.ini
231,PACENOTE,MINUSMINUS,MIINUS MIINUS,minusminus.ogg,1,Not found: minusminus.ogg,pacenotes/Rbr.ini/packages/Extended.ini/additional/Extended.ini
232,PACENOTE,PLUS,Plus,plus.ogg,1,,pacenotes/Rbr.ini/packages/Extended.ini/additional/Extended.ini
233,PACENOTE,PLUSPLUS,PLUS PLUS,plusplus.ogg,1,Not found: plusplus.ogg,pacenotes/Rbr.ini/packages/Extended.ini/additional/Extended.ini
234,PACENOTE,EARLY,Early,alussa.ogg,1,,pacenotes/Rbr.ini/packages/Extended.ini/additional/Extended.ini
235,PACENOTE,LATE,Late,lopussa.ogg,1,,pacenotes/Rbr.ini/packages/Extended.ini/additional/Extended.ini
236,PACENOTE,EASY,Easy,helppo1.ogg,1,,pacenotes/Rbr.ini/packages/Extended.ini/additional/Extended.ini
237,PACENOTE,MUCH,Much,much.ogg,1,Not found: much.ogg,pacenotes/Rbr.ini/packages/Extended.ini/adjectives/Extended.ini
238,PACENOTE,MANY,Many,many.ogg,1,Not found: many.ogg,pacenotes/Rbr.ini/packages/Extended.ini/adjectives/Extended.ini
239,PACENOTE,VERY,Very,very.ogg,1,Not found: very.ogg,pacenotes/Rbr.ini/packages/Extended.ini/adjectives/Extended.ini
240,PACENOTE,HARD,Hard,paha1.ogg,2,,pacenotes/Rbr.ini/packages/Extended.ini/additional/Extended.ini
241,PACENOTE,FAST,Fast,fast.ogg,1,Not found: fast.ogg,pacenotes/Rbr.ini/packages/Extended.ini/adjectives/Extended.ini
242,PACENOTE,SLOW,Slow,slow.ogg,1,Not found: slow.ogg,pacenotes/Rbr.ini/packages/Extended.ini/adjectives/Extended.ini
243,PACENOTE,EXACT,Exact,exact.ogg,1,Not found: exact.ogg,pacenotes/Rbr.ini/packages/Extended.ini/adjectives/Extended.ini
245,PACENOTE,DIRECTLY,Directly,directly.ogg,1,Not found: directly.ogg,pacenotes/Rbr.ini/packages/Extended.ini/adjectives/Extended.ini
